identifiant,obs,depenses_totales_2016,depenses_totales_2017,achats_combustibles_16,achats_gaz_16,achats_chauffage_16,achats_carburants_16,depenses_totales_achats_16,achats_combustibles_17,achats_gaz_17,achats_chauffage_17,achats_carburants_17,depenses_totales_achats_17,elu_charge_energie,personne_charge_energie,frequence_conso,temps_consacre_energie,statut,service_rattachement,autre_service_rattachement,realisation_batiment_rai,isolation_parois_rai,remplacement_ouvrants_rai,renovation_chaufferies_rai,regulation_energie_rai,telegestion_chaufferies_rai,miseenplace_eclairage_rai,amelioration_eclairage_public,releve_surfaces,tableau_de_bord,info_suivi_conso,optimisation_tarifs,amelioration_contrats,audit_energetique,sensibilisation,realisation_batiment_pai,isolation_parois_pai,remplacement_ouvrants_pai,renovation_chaufferies_pai,regulation_energie_pai,telegestion_chaufferies_pai,miseenplace_eclairage_pai,projection_amelioration_eclairag,projection_releve_surfaces,projection_tableau_de_bord,projection_info_suivi_conso,proj_optimisation_tarifs,proj_amelioration_contrats,proj_audit_energetique,proj_sensibilisation,organisme_tiers,type_organisme,autre_organisme,conso_fuel_domestique,depenses_fuel_domestique,conso_fuel_lourd,depenses_fuel_lourd,conso_gaz_naturel,depenses_gaz_naturel,conso_charbon,depenses_charbon,conso_butane,depenses_butane,conso_bois,depenses_bois,conso_rdc,depenses_rdc,conso_electricite,depenses_electricite,conso_eclairage_public,depenses_eclairage_public,depenses_carburant,depenses_totales,garantie_electricite,garantie_quantite,proportion_elec_renouvelable,gaz_achete,part_gaz_renouvable,longueur_voies_17,points_lampes_sodium,points_lampes_vapeur,points_LED,points_lampes_halogenures,points_lampes_solaires,points_autres_lampes,total_point_lumineux_17,puissance_elec_totale,part_extinction_nocturne,heures_parc_eteint,part_gradation_intensite
3325,948,1577,2872,0,3830,3218,1278,8326,0,7940,0,4098,12038,"Oui, sans délégation explicite",Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Oui,Non,Non,Non,Non,,,0,0,0,0,322,11484,0,0,0,0,0,0,0,0,20897,6120,0,0,4098,21702,Non,,,Non,,,,,,,,,,,,,
3326,1406,8670364.2,8820870.8,0,55909.1,66442.3,780.9,123132.3,0,48066.7,38660.9,1571.4,88299,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,50%,Technicien (cadre B),Direction générale des services,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Non,Oui,Oui,Oui,Oui,Non,Oui,,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,,,0,0,0,0,0,0,0,0,0.1,38660.9,0,0,0,0,331.5,48066.7,0,0,1571.4,88299,"Oui, en partie",0,0,,,,,,,,,,,,,,
3327,1248,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
3328,2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3329,1732,157,146,0,0,0,0,0,0,0,0,0,0,Non,"Oui, un agent de votre [Q1Voustes]",Inférieure au mois,Moins de 50%,Ingénieur (cadre A),Direction générale des services,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,14.883,0,0,0,0,0,0,0,0,0,0,0,0,0,1247.188,156.2342856,0,0,0,0,"Oui, en totalité",,100,,,0,0,0,0,0,0,0,0,0,0,,0
3330,2300,8.4,8.6,0,39.8,0,12.3,52.1,0,38.2,0,14.3,52.5,Non,"Oui, un agent de votre [Q1Voustes]",Mensuelle,Moins de 50%,Technicien (cadre B),Direction des services techniques,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Oui,,Oui,Non,Non,Non,Non,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,38.2,0,0,14.3,52.5,Non,,,,,,,,,,,,,,,,
3331,2379,7809700,7628800,0,131065,0,5239,136304,0,58216,0,6350,64566,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3332,1935,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3333,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3334,2297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3335,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3336,2430,5124983,5087918,2554,17310.8,5817,0,25681.8,1406.1,12573.6,4430,0,18409.7,Non,Non,,,,,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Non,Non,Oui,Oui,Oui,Non,Oui,,Non,Non,Non,Oui,Non,Non,Oui,Non,,,0,0,0,0,56580,4429,0,0,0,0,0,0,0,0,64706,12573.6,0,0,1406,18408.6,Non,,,Non,,,,,,,,,,,,,
3337,2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3338,2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3339,2510,511220.8,535118,3.4,8259.7,379.3,2549,11191.4,3.4,8259.7,379.3,2549,11191.4,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Inférieure au mois,100%,Ingénieur (cadre A),Direction des services techniques,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,14772,3993.2,0,0,40493,817.2,0,0,3.1,1223.6,0,0,20894,779,31675,1662,44376.5,2059.2,646.88,27952.7,"Oui, en partie",5000,100,"Oui, en partie",,2000,67114,1703,7635,16584,5,2851,95892,11820,20,,5
3340,549,8605361.9,10375392.7,0,94993.5,1081.4,14385.8,110460.7,0,89692.8,859.1,14617.2,105169.1,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,100%,Ingénieur (cadre A),Direction générale des services,,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Non,,,,Oui,Oui,Oui,Non,,,0,0,0,0,246327,14637,0,0,0,0,0,0,0,0,180305,26825,263142,34603,25158,101223,"Oui, en totalité",,100,Non,,21.6,554,0,175,0,0,,729,70,0,,25
3341,330,5025.5,5013.4,0,95395,41815,18498,155708,0,103557,66355,18238.5,188150.5,"Oui, sans délégation explicite","Oui, un agent de votre [Q1Voustes]",Mensuelle,Moins de 50%,Ingénieur (cadre A),Direction des services techniques,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Non,Non,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Un Syndicat d’Energie,,0,0,0,0,1238.7,66355,0,0,0,0,0,0,0,0,639.6,99966.7,23,3590.3,18238.5,188150.5,Non,,,Non,,2.5,,0,,0,0,0,0,14.2,0,,100
3342,2582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3343,1421,56804,58429,0,165,0,288,453,0,198,0,335,533,"Oui, avec une délégation explicite","Oui, confié à un Conseil en Energie Partagée (CEP) ou à une personne en dehors de la collectivité (intercommunalité, ALE, PNR, Syndicat, etc.)",,,,,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,,,0,0,0,0,438.304,19.81109855,0,0,0,0,0,0,0,0,206.89,33.12377284,59.49,8.06904,0,153,Non,,,Non,,,,,,,,,0,,0,,0
3344,2055,2316,2250,0,2316,0,0,2316,0,2250,0,0,2250,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Mensuelle,Moins de 50%,Ingénieur (cadre A),Direction générale des services,Direction Stratégie Transitions Evaluation Partena,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,0,0,0,0,3683,178,0,0,0,0,0,0,0,0,18479,2072,415,68,0,2318,Non,,,Non,,0,646,0,52,80,0,55,833,163,40,,0
3345,2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3346,246,19518.7,19645.5,0,231.8,247.8,65.3,544.9,0,202,224.7,73.5,500.2,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,Moins de 50%,Technicien (cadre B),Direction générale des services,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Oui,,Non,Non,Non,Non,Non,Non,Non,Non,,,0,0,0,0,4808.4,221.9,0,0,0,0,0,0,0,0,1034.2,202,0,0,80,463.8,,,,Non,,,,,,,,,,,,,
3347,2754,5742.7,6448.8,0,92.2,0,111.6,203.8,0,135.4,0,107.4,242.8,Non,Non,,,,,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,,,Pas réalisé jusqu'à présent,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3348,2480,13156180,11843611,0,115654,107440,11669,234763,3322,122936,93629,12613,232500,Non,"Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,Moins de 50%,Ingénieur (cadre A),Direction des services techniques,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Non,Non,Non,Oui,Oui,Non,Oui,,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,,,0,3322,0,0,0,36880,0,0,0,0,0,0,0,0,0,86056,0,0,0,126258,Non,,,Non,,,,,,,,,,,,,
3349,15,6451366.8,6758359.4,41361.1,78082.5,0,73087,192530.6,44058.5,79246.3,0,78642.2,201947,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Un bureau d’Etudes Techniques,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non,,,,,,,,,,,,,,,,
3350,1797,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3351,2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3352,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3353,1179,2800156,2795503,0,22697,0,61193,83890,0,23225,0,77492,100717,Non,Non,,,,,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Réalisé en partie seulement,,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Oui,Non,Oui,,Non,Oui,Oui,Non,Non,Oui,Oui,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.8,23225.4,0,0,77032,100257.4,Non,,,,,,,,,,,,,,,,
3354,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3355,2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3356,271,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
3357,743,223427.4,245060.2,0,1632,0.6,800.6,2433.2,0,3128.2,0,817.5,3945.7,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Annuelle,Moins de 50%,Ingénieur (cadre A),Direction des services techniques,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Non,,,0,0,0,0,884,43.8,0,0,0,0,0,0,0,0,6941.3,188.8,4916.3,856.8,832.4,1921.8,"Oui, en partie",3472,70.6,Non,,1123.3,28511,2365,2570,3410,23,482,37361,5502,78,,2
3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.143,52.42082539,31.703,4.081164738,0,,,,,,,,,,,,,,,,,,
3359,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9.388,0.773035897,0,0,0,0,0,0,0,0,30.042,4.932871402,0,0,0,,,,,,,,,,,,,,,,,,
3361,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3362,327,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3363,279,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3364,1327,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2013.224,104.1208734,0,0,0,0,0,0,0,0,1913.396,254.8374361,305.219,46.78038111,0,,,,,,,,,,,,,,,,,,
3365,2666,69624,80072,0,4679,5884,17967,28530,0,4310,7320,7578,19208,Non,Non,,,,,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Oui,Non,Non,Oui,Oui,Non,Oui,,Non,Non,Non,Oui,Oui,Non,Oui,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3366,2315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3367,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3368,2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3369,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3370,912,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3371,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3372,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3373,855,,,,,,,0,,,,,0,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oui, en totalité",,100,,,,,,,,,,0,,,,
3374,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3375,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3376,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3377,1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3378,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3379,2852,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
3380,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3381,985,247,291,0,36540,0,210132,246672,0,52931,0,238295,291226,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,100%,Ingénieur (cadre A),Direction des services techniques,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,,,0,0,0,0,488.7,23661,0,0,0,0,0,0,0,0,555.8,78015,244.1,32806,280487,414969,"Oui, en partie",244,100,Non,,12,377,0,96,98,,4,575,2.6,0,,28
3382,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3383,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3384,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3385,1706,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
